,"Transformer,lr_schedule=OneCycleLR, loss_criterion=CrossEntropyLoss(), net_expansion_factor=4, n_layers=4, n_heads=7, attention_type=dot_product, lr=0.01,  mask yes","Transformer,lr_schedule=OneCycleLR, loss_criterion=CrossEntropyLoss(), net_expansion_factor=4, n_layers=4, n_heads=7, attention_type=dot_product, lr=0.005,  mask yes","Transformer,lr_schedule=OneCycleLR, loss_criterion=CrossEntropyLoss(), net_expansion_factor=4, n_layers=4, n_heads=7, attention_type=dot_product, lr=0.003,  mask yes","Transformer,lr_schedule=OneCycleLR, loss_criterion=CrossEntropyLoss(), net_expansion_factor=6, n_layers=4, n_heads=7, attention_type=dot_product, lr=0.005,  mask yes","Transformer,lr_schedule=OneCycleLR, loss_criterion=CrossEntropyLoss(), net_expansion_factor=4, n_layers=8, n_heads=7, attention_type=dot_product, lr=0.005,  mask yes","Transformer,lr_schedule=OneCycleLR, loss_criterion=CrossEntropyLoss(), net_expansion_factor=8, n_layers=8, n_heads=7, attention_type=dot_product, lr=0.005,  mask yes","Transformer,lr_schedule=OneCycleLR, loss_criterion=CrossEntropyLoss(), net_expansion_factor=8, n_layers=12, n_heads=7, attention_type=dot_product, lr=0.005,  mask yes"
0,98.0672121984137,98.36629003099729,98.36090706064842,98.36260807927867,98.5574285421452,98.61633976964332,98.67428206247862
1,98.39705908951147,98.4214116473698,98.55312216586611,98.5738143038872,98.65699196171803,98.47989223724,98.72514036633481
2,98.63813003361558,98.67916979955541,98.71258727948124,98.7233747520604,98.78620478197247,98.8214955355797,98.85977922070093
3,98.72862853112089,98.75763197536064,98.77446990661193,98.78381474313758,98.85379335767297,98.88473467123832,98.9217264434758
