id,name,station,dateTime,cancelled,direction,delay,platform
2|#VN#1#ST#1730325184#PI#0#ZI#409307#TA#0#DA#311024#1S#8003447#1T#2338#LS#8002041#LT#10012#PU#80#RT#1#CA#s#ZE#4#ZB#S      4#PC#4#FR#8003447#FT#2338#TO#8002041#TT#10012#,S 4,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:02:00+01:00,False,Frankfurt(Main)Süd,0 days 00:01:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#410390#TA#0#DA#311024#1S#8000150#1T#2331#LS#8000250#LT#10049#PU#80#RT#1#CA#s#ZE#9#ZB#S      9#PC#4#FR#8000150#FT#2331#TO#8000250#TT#10049#,S 9,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:02:00+01:00,False,Wiesbaden Hbf,0 days 00:01:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#409574#TA#0#DA#311024#1S#8002041#1T#2353#LS#8000111#LT#10055#PU#80#RT#1#CA#s#ZE#6#ZB#S      6#PC#4#FR#8002041#FT#2353#TO#8000111#TT#10055#,S 6,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:04:00+01:00,False,Friedberg(Hess),0 days 00:02:00,104
2|#VN#1#ST#1730325184#PI#0#ZI#409419#TA#0#DA#311024#1S#8002108#1T#2338#LS#8002041#LT#10017#PU#80#RT#1#CA#s#ZE#5#ZB#S      5#PC#4#FR#8002108#FT#2338#TO#8002041#TT#10017#,S 5,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:07:00+01:00,False,Frankfurt(Main)Süd,0 days 00:02:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#409061#TA#0#DA#311024#1S#8004400#1T#2333#LS#8001456#LT#10041#PU#80#RT#1#CA#s#ZE#2#ZB#S      2#PC#4#FR#8004400#FT#2333#TO#8001456#TT#10041#,S 2,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:09:00+01:00,False,Dietzenbach Bahnhof,0 days 00:02:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#408869#TA#0#DA#311024#1S#8000285#1T#2328#LS#8000106#LT#10022#PU#80#RT#1#CA#s#ZE#1#ZB#S      1#PC#4#FR#8000285#FT#2328#TO#8000106#TT#10022#,S 1,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:12:00+01:00,False,Frankfurt-Höchst,0 days 00:00:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#325055#TA#0#DA#311024#1S#8011102#1T#1916#LS#8000250#LT#10058#PU#80#RT#1#CA#ICE#ZE#675#ZB#ICE  675#PC#0#FR#8011102#FT#1916#TO#8000250#TT#10058#,ICE 675,"<class 'pyhafas.types.fptf.Station'>({'id': '8000105', 'lid': 'A=1@O=Frankfurt(Main)Hbf@X=8663785@Y=50107149@U=80@L=8000105@i=U×008011068@', 'name': 'Frankfurt(Main)Hbf', 'latitude': 50.107149, 'longitude': 8.663785})",2024-11-01 00:13:00+01:00,False,Wiesbaden Hbf,0 days 00:00:00,8
2|#VN#1#ST#1730325184#PI#0#ZI#409566#TA#0#DA#311024#1S#8000111#1T#2320#LS#8002041#LT#10023#PU#80#RT#1#CA#s#ZE#6#ZB#S      6#PC#4#FR#8000111#FT#2320#TO#8002041#TT#10023#,S 6,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:13:00+01:00,False,Frankfurt(Main)Süd,0 days 00:02:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#409185#TA#0#DA#311024#1S#8000068#1T#2335#LS#8000752#LT#10039#PU#80#RT#1#CA#s#ZE#3#ZB#S      3#PC#4#FR#8000068#FT#2335#TO#8000752#TT#10039#,S 3,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:14:00+01:00,False,Bad Soden(Taunus),0 days 00:03:00,104
2|#VN#1#ST#1730325184#PI#0#ZI#409976#TA#0#DA#311024#1S#8000250#1T#2318#LS#8004645#LT#10032#PU#80#RT#1#CA#s#ZE#8#ZB#S      8#PC#4#FR#8000250#FT#2318#TO#8004645#TT#10032#,S 8,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:14:00+01:00,False,Offenbach(Main)Ost,0 days 00:02:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#375705#TA#0#DA#11124#1S#8000105#1T#17#LS#8000362#LT#104#PU#80#RT#1#CA#RB#ZE#15491#ZB#RB 15491#PC#3#FR#8000105#FT#17#TO#8000362#TT#104#,RB 15491,"<class 'pyhafas.types.fptf.Station'>({'id': '8000105', 'lid': 'A=1@O=Frankfurt(Main)Hbf@X=8663785@Y=50107149@U=80@L=8000105@i=U×008011068@', 'name': 'Frankfurt(Main)Hbf', 'latitude': 50.107149, 'longitude': 8.663785})",2024-11-01 00:17:00+01:00,False,Dieburg,0 days 00:01:00,10
2|#VN#1#ST#1730325184#PI#0#ZI#409187#TA#0#DA#311024#1S#8000752#1T#2350#LS#8000068#LT#10056#PU#80#RT#1#CA#s#ZE#3#ZB#S      3#PC#4#FR#8000752#FT#2350#TO#8000068#TT#10056#,S 3,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:17:00+01:00,False,Darmstadt Hbf,0 days 00:01:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#409986#TA#0#DA#311024#1S#8004645#1T#2358#LS#8000250#LT#10114#PU#80#RT#1#CA#s#ZE#8#ZB#S      8#PC#4#FR#8004645#FT#2358#TO#8000250#TT#10114#,S 8,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:17:00+01:00,False,Wiesbaden Hbf,0 days 00:01:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#408887#TA#0#DA#311024#1S#8000106#1T#10009#LS#8000285#LT#10103#PU#80#RT#1#CA#s#ZE#1#ZB#S      1#PC#4#FR#8000106#FT#10009#TO#8000285#TT#10103#,S 1,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:19:00+01:00,False,Rödermark-Ober Roden,0 days 00:06:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#409055#TA#0#DA#311024#1S#8001456#1T#2349#LS#8004400#LT#10056#PU#80#RT#1#CA#s#ZE#2#ZB#S      2#PC#4#FR#8001456#FT#2349#TO#8004400#TT#10056#,S 2,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:22:00+01:00,False,Niedernhausen(Taunus),0 days 00:00:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#409422#TA#0#DA#11124#1S#8002041#1T#13#LS#8002108#LT#50#PU#80#RT#1#CA#s#ZE#5#ZB#S      5#PC#4#FR#8002041#FT#13#TO#8002108#TT#50#,S 5,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:24:00+01:00,False,Friedrichsdorf(Taunus),0 days 00:01:00,104
2|#VN#1#ST#1730325184#PI#0#ZI#409586#TA#0#DA#311024#1S#8000760#1T#10006#LS#8002041#LT#10037#PU#80#RT#1#CA#s#ZE#6#ZB#S      6#PC#4#FR#8000760#FT#10006#TO#8002041#TT#10037#,S 6,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:27:00+01:00,False,Frankfurt(Main)Süd,0 days 00:01:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#375065#TA#0#DA#11124#1S#8000105#1T#29#LS#8000229#LT#142#PU#80#RT#1#CA#RB#ZE#15294#ZB#RB 15294#PC#3#FR#8000105#FT#29#TO#8000229#TT#142#,RB 15294,"<class 'pyhafas.types.fptf.Station'>({'id': '8000105', 'lid': 'A=1@O=Frankfurt(Main)Hbf@X=8663785@Y=50107149@U=80@L=8000105@i=U×008011068@', 'name': 'Frankfurt(Main)Hbf', 'latitude': 50.107149, 'longitude': 8.663785})",2024-11-01 00:29:00+01:00,False,Limburg(Lahn),0 days 00:01:00,21
2|#VN#1#ST#1730325184#PI#0#ZI#409309#TA#0#DA#11124#1S#8002041#1T#18#LS#8003447#LT#51#PU#80#RT#1#CA#s#ZE#4#ZB#S      4#PC#4#FR#8002041#FT#18#TO#8003447#TT#51#,S 4,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:29:00+01:00,False,Kronberg(Taunus),0 days 00:01:00,104
2|#VN#1#ST#1730325184#PI#0#ZI#410404#TA#0#DA#311024#1S#8070004#1T#10015#LS#8000150#LT#10059#PU#80#RT#1#CA#s#ZE#9#ZB#S      9#PC#4#FR#8070004#FT#10015#TO#8000150#TT#10059#,S 9,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:29:00+01:00,False,Hanau Hbf,0 days 00:00:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#394493#TA#0#DA#11124#1S#8000105#1T#30#LS#8000010#LT#122#PU#80#RT#1#CA#RE#ZE#4639#ZB#RE  4639#PC#3#FR#8000105#FT#30#TO#8000010#TT#122#,RE 4639,"<class 'pyhafas.types.fptf.Station'>({'id': '8000105', 'lid': 'A=1@O=Frankfurt(Main)Hbf@X=8663785@Y=50107149@U=80@L=8000105@i=U×008011068@', 'name': 'Frankfurt(Main)Hbf', 'latitude': 50.107149, 'longitude': 8.663785})",2024-11-01 00:30:00+01:00,False,Aschaffenburg Hbf,0 days 00:01:00,5
2|#VN#1#ST#1730325184#PI#0#ZI#409311#TA#0#DA#11124#1S#8003447#1T#8#LS#8002041#LT#42#PU#80#RT#1#CA#s#ZE#4#ZB#S      4#PC#4#FR#8003447#FT#8#TO#8002041#TT#42#,S 4,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:32:00+01:00,False,Frankfurt(Main)Süd,0 days 00:01:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#410428#TA#0#DA#11124#1S#8000150#1T#1#LS#8070004#LT#43#PU#80#RT#1#CA#s#ZE#9#ZB#S      9#PC#4#FR#8000150#FT#1#TO#8070004#TT#43#,S 9,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:32:00+01:00,False,Frankfurt(M) Flughafen Regionalbf,0 days 00:00:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#409592#TA#0#DA#11124#1S#8002041#1T#23#LS#8000111#LT#121#PU#80#RT#1#CA#s#ZE#6#ZB#S      6#PC#4#FR#8002041#FT#23#TO#8000111#TT#121#,S 6,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:34:00+01:00,False,Friedberg(Hess),0 days 00:01:00,104
2|#VN#1#ST#1730325184#PI#0#ZI#409426#TA#0#DA#11124#1S#8002108#1T#8#LS#8002041#LT#47#PU#80#RT#1#CA#s#ZE#5#ZB#S      5#PC#4#FR#8002108#FT#8#TO#8002041#TT#47#,S 5,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:37:00+01:00,False,Frankfurt(Main)Süd,0 days 00:02:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#409080#TA#0#DA#11124#1S#8004400#1T#3#LS#8001456#LT#111#PU#80#RT#1#CA#s#ZE#2#ZB#S      2#PC#4#FR#8004400#FT#3#TO#8001456#TT#111#,S 2,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:39:00+01:00,False,Dietzenbach Bahnhof,0 days 00:04:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#375964#TA#0#DA#11124#1S#8000105#1T#42#LS#8006132#LT#141#PU#80#RT#1#CA#RB#ZE#15540#ZB#RB 15540#PC#3#FR#8000105#FT#42#TO#8006132#TT#141#,RB 15540,"<class 'pyhafas.types.fptf.Station'>({'id': '8000105', 'lid': 'A=1@O=Frankfurt(Main)Hbf@X=8663785@Y=50107149@U=80@L=8000105@i=U×008011068@', 'name': 'Frankfurt(Main)Hbf', 'latitude': 50.107149, 'longitude': 8.663785})",2024-11-01 00:42:00+01:00,False,Wächtersbach,0 days 00:01:00,11
2|#VN#1#ST#1730325184#PI#0#ZI#408879#TA#0#DA#311024#1S#8000285#1T#2358#LS#8000106#LT#10052#PU#80#RT#1#CA#s#ZE#1#ZB#S      1#PC#4#FR#8000285#FT#2358#TO#8000106#TT#10052#,S 1,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:42:00+01:00,False,Frankfurt-Höchst,0 days 00:00:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#409194#TA#0#DA#11124#1S#8000068#1T#5#LS#8000752#LT#109#PU#80#RT#1#CA#s#ZE#3#ZB#S      3#PC#4#FR#8000068#FT#5#TO#8000752#TT#109#,S 3,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:44:00+01:00,False,Bad Soden(Taunus),0 days 00:06:00,104
2|#VN#1#ST#1730325184#PI#0#ZI#409999#TA#0#DA#311024#1S#8000250#1T#2348#LS#8004645#LT#10102#PU#80#RT#1#CA#s#ZE#8#ZB#S      8#PC#4#FR#8000250#FT#2348#TO#8004645#TT#10102#,S 8,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:44:00+01:00,False,Offenbach(Main)Ost,0 days 00:04:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#409196#TA#0#DA#11124#1S#8000752#1T#20#LS#8000068#LT#126#PU#80#RT#1#CA#s#ZE#3#ZB#S      3#PC#4#FR#8000752#FT#20#TO#8000068#TT#126#,S 3,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:47:00+01:00,False,Darmstadt Hbf,0 days 00:02:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#410006#TA#0#DA#11124#1S#8004645#1T#28#LS#8000250#LT#144#PU#80#RT#1#CA#s#ZE#8#ZB#S      8#PC#4#FR#8004645#FT#28#TO#8000250#TT#144#,S 8,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:47:00+01:00,False,Wiesbaden Hbf,0 days 00:00:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#1846552#TA#0#DA#311024#1S#8000105#1T#10047#LS#8007164#LT#10125#PU#80#RT#1#CA#DPN#ZE#21527#ZB#STN21527#PC#3#FR#8000105#FT#10047#TO#8007164#TT#10125#,STN21527,"<class 'pyhafas.types.fptf.Station'>({'id': '8000105', 'lid': 'A=1@O=Frankfurt(Main)Hbf@X=8663785@Y=50107149@U=80@L=8000105@i=U×008011068@', 'name': 'Frankfurt(Main)Hbf', 'latitude': 50.107149, 'longitude': 8.663785})",2024-11-01 00:47:00+01:00,False,Königstein(Taunus),0 days 00:00:00,22
2|#VN#1#ST#1730325184#PI#0#ZI#408916#TA#0#DA#11124#1S#8000106#1T#39#LS#8000285#LT#133#PU#80#RT#1#CA#s#ZE#1#ZB#S      1#PC#4#FR#8000106#FT#39#TO#8000285#TT#133#,S 1,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:49:00+01:00,False,Rödermark-Ober Roden,0 days 00:02:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#409068#TA#0#DA#11124#1S#8001456#1T#19#LS#8004400#LT#126#PU#80#RT#1#CA#s#ZE#2#ZB#S      2#PC#4#FR#8001456#FT#19#TO#8004400#TT#126#,S 2,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:52:00+01:00,False,Niedernhausen(Taunus),0 days 00:00:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#409435#TA#0#DA#11124#1S#8002041#1T#43#LS#8002108#LT#120#PU#80#RT#1#CA#s#ZE#5#ZB#S      5#PC#4#FR#8002041#FT#43#TO#8002108#TT#120#,S 5,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:54:00+01:00,False,Friedrichsdorf(Taunus),0 days 00:01:00,104
2|#VN#1#ST#1730325184#PI#0#ZI#409600#TA#0#DA#11124#1S#8000111#1T#16#LS#8002041#LT#107#PU#80#RT#1#CA#s#ZE#6#ZB#S      6#PC#4#FR#8000111#FT#16#TO#8002041#TT#107#,S 6,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:57:00+01:00,False,Frankfurt(Main)Süd,0 days 00:01:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#409312#TA#0#DA#11124#1S#8002041#1T#48#LS#8003447#LT#121#PU#80#RT#1#CA#s#ZE#4#ZB#S      4#PC#4#FR#8002041#FT#48#TO#8003447#TT#121#,S 4,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:59:00+01:00,False,Kronberg(Taunus),0 days 00:01:00,104
2|#VN#1#ST#1730325184#PI#0#ZI#410435#TA#0#DA#11124#1S#8070004#1T#45#LS#8000150#LT#129#PU#80#RT#1#CA#s#ZE#9#ZB#S      9#PC#4#FR#8070004#FT#45#TO#8000150#TT#129#,S 9,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 00:59:00+01:00,False,Hanau Hbf,0 days 00:01:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#409318#TA#0#DA#11124#1S#8003447#1T#38#LS#8002041#LT#112#PU#80#RT#1#CA#s#ZE#4#ZB#S      4#PC#4#FR#8003447#FT#38#TO#8002041#TT#112#,S 4,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 01:02:00+01:00,False,Frankfurt(Main)Süd,0 days 00:01:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#410457#TA#0#DA#11124#1S#8000150#1T#31#LS#8003228#LT#118#PU#80#RT#1#CA#s#ZE#9#ZB#S      9#PC#4#FR#8000150#FT#31#TO#8003228#TT#118#,S 9,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 01:02:00+01:00,False,Kelsterbach,0 days 00:01:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#409440#TA#0#DA#11124#1S#8002108#1T#38#LS#8002041#LT#117#PU#80#RT#1#CA#s#ZE#5#ZB#S      5#PC#4#FR#8002108#FT#38#TO#8002041#TT#117#,S 5,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 01:07:00+01:00,False,Frankfurt(Main)Süd,0 days 00:07:00,101
2|#VN#1#ST#1730325184#PI#0#ZI#409098#TA#0#DA#11124#1S#8004400#1T#33#LS#8001456#LT#141#PU#80#RT#1#CA#s#ZE#2#ZB#S      2#PC#4#FR#8004400#FT#33#TO#8001456#TT#141#,S 2,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 01:09:00+01:00,False,Dietzenbach Bahnhof,0 days 00:04:00,102
2|#VN#1#ST#1730325184#PI#0#ZI#408905#TA#0#DA#11124#1S#8000285#1T#28#LS#8000106#LT#122#PU#80#RT#1#CA#s#ZE#1#ZB#S      1#PC#4#FR#8000285#FT#28#TO#8000106#TT#122#,S 1,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 01:12:00+01:00,False,Frankfurt-Höchst,0 days 00:01:00,103
2|#VN#1#ST#1730325184#PI#0#ZI#409210#TA#0#DA#11124#1S#8000068#1T#35#LS#8000752#LT#139#PU#80#RT#1#CA#s#ZE#3#ZB#S      3#PC#4#FR#8000068#FT#35#TO#8000752#TT#139#,S 3,"<class 'pyhafas.types.fptf.Station'>({'id': '8098105', 'lid': 'A=1@O=Frankfurt Hbf (tief)@X=8664136@Y=50107410@U=80@L=8098105@i=U×008067016@', 'name': 'Frankfurt Hbf (tief)', 'latitude': 50.10741, 'longitude': 8.664136})",2024-11-01 01:14:00+01:00,False,Bad Soden(Taunus),0 days 00:05:00,104
